unique_key,lang,link,question_number,flores_passage,question,mc_answer1,mc_answer2,mc_answer3,mc_answer4,correct_answer_num,dialect,ds
https://en.wikinews.org/wiki/Effect_of_sanctions_%27like_war%27_says_Iran%27s_Ahmadinejad_1,eng_Latn,https://en.wikinews.org/wiki/Effect_of_sanctions_%27like_war%27_says_Iran%27s_Ahmadinejad,1,"""The comments, live on television, were the first time that senior Iranian sources have admitted that the sanctions are having any effect. They include financial restrictions and a ban by the European Union on the export of crude oil, from which the Iranian economy receives 80% of its foreign income. In its most recent monthly report, OPEC said exports of crude had fallen to their lowest level for two decades at 2.8 million barrels per day. The country's supreme leader, Ayatollah Ali Khamenei, has described the dependency on oil as """"a trap"""" dating from before Iran's Islamic revolution in 1979 and from which the country should free itself.""","In Ayatollah Ali Khamenei’s opinion, what should the country of Iran free itself from?",Financial restrictions,The Islamic revolution,Foreign income,A dependency on oil,4,eng_Latn,2023-05-03
https://en.wikinews.org/wiki/FAA:_Metroplex_NextGen_project_in_place_in_north_Texas_2,eng_Latn,https://en.wikinews.org/wiki/FAA:_Metroplex_NextGen_project_in_place_in_north_Texas,2,NextGen is a system the FAA claims would allow aircraft to fly shorter routes and save millions of gallons of fuel each year and cut carbon emissions. It uses satellite-based technology as opposed to older ground-radar-based technology to allow air traffic controllers to pinpoint aircraft with greater precision and give pilots more accurate information.,How does NextGen directly benefit air traffic controllers?,Shorter flying routes,More precise aircraft locations,Reduced carbon emissions ,Less fuel,2,eng_Latn,2023-05-03
https://en.wikinews.org/wiki/Fossilized_remains_of_small_dinosaur_rediscovered_in_Canada_1,eng_Latn,https://en.wikinews.org/wiki/Fossilized_remains_of_small_dinosaur_rediscovered_in_Canada,1,"""Hesperonychus elizabethae is a species of the family Dromaeosauridae and is a cousin of Velociraptor . This fully feathered, warm blooded bird of prey was believed to have walked upright on two legs with claws like the Velociraptor. Its second claw was larger, giving rise to the name Hesperonychus which means """"western claw.""""""","According to the passage, which characteristic differentiates the Hesperonychus from the Velociraptor?",It has two legs,It has a larger second claw,It has a fully feathered body,It warm blooded,2,eng_Latn,2023-05-03
https://en.wikinews.org/wiki/French_campaigning_film_director_Ren%C3%A9_Vautier_dies_2,eng_Latn,https://en.wikinews.org/wiki/French_campaigning_film_director_Ren%C3%A9_Vautier_dies,2,Vautier's achievements outside of directing include a hunger strike in 1973 against what he viewed as political censorship. French law was changed. His activism went back to age 15 when he joined the French Resistance during World War II. He documented himself in a 1998 book. In the 1960s he headed back to newly-independent Algeria to teach film directing.,In what decade did Algeria gain independence?,1940s,1950s,1960s,1970s,3,eng_Latn,2023-05-03
https://en.wikinews.org/wiki/Funeral_of_Pope_John_Paul_II_takes_place_2,eng_Latn,https://en.wikinews.org/wiki/Funeral_of_Pope_John_Paul_II_takes_place,2,"Over four million people went to Rome to attend the funeral. The number of people present was so large that it was not possible for everybody to gain access to the funeral in St. Peter's Square. Several large television screens were installed in various places in Rome to let the people watch the ceremony. In many other cities of Italy and in the rest of the world, particularly in Poland, similar setups were made, which were viewed by a great number of people.",Where was the funeral ceremony held?,In various locations throughout Rome,In Poland,In St. Peter’s Square,"First in Rome, then in another Italian city",3,eng_Latn,2023-05-03
https://en.wikinews.org/wiki/Hurricane_Fred_churns_the_Atlantic_1,eng_Latn,https://en.wikinews.org/wiki/Hurricane_Fred_churns_the_Atlantic,1,"The storm, situated about 645 miles (1040 km) west of the Cape Verde islands, is likely to dissipate before threatening any land areas, forecasters say. Fred currently has winds of 105 miles per hour (165 km/h) and is moving towards the northwest. Fred is the strongest tropical cyclone ever recorded so far south and east in the Atlantic since the advent of satellite imagery, and only the third major hurricane on record east of 35°W.","Prior to Fred, how many major storms had been recorded east of 35°W?",None,Three,Two,One,3,eng_Latn,2023-05-03
https://en.wikinews.org/wiki/India%27s_flag_lands_on_Moon_2,eng_Latn,https://en.wikinews.org/wiki/India%27s_flag_lands_on_Moon,2,"The unmanned lunar orbiter Chandrayaan-1 ejected its Moon Impact Probe (MIP), which hurtled across the surface of the Moon at 1.5 kilometres per second (3000 miles per hour), and successfully crash landed near the Moon's south pole. Besides carrying three important scientific instruments, the lunar probe also carried the image of the Indian national flag, painted on all sides.",Which of the following statements accurately describes the lunar probe?,It landed near the north pole of the Moon,Its crash landing was a success,It was ejected from a manned orbiter,It was carrying two crucial instruments,2,eng_Latn,2023-05-03
https://en.wikinews.org/wiki/Jenson_Button_wins_2006_Hungarian_Grand_Prix_1,eng_Latn,https://en.wikinews.org/wiki/Jenson_Button_wins_2006_Hungarian_Grand_Prix,1,"Giancarlo Fisichella lost control of his car and ended the race very soon after the start. His teammate Fernando Alonso was in the lead for most of the race, but ended it right after his pit-stop, probably because a badly tucked right front wheel. Michael Schumacher ended his race not long after Alonso, because of the suspension damage in the numerous battles during the race.",When did Alonso end his race?,After Schumacher damaged his front wheel,Fisichella lost control of his car,After Schumacher ended his own race,Before taking the lead,2,eng_Latn,2023-05-03
https://en.wikinews.org/wiki/Jenson_Button_wins_2006_Hungarian_Grand_Prix_2,eng_Latn,https://en.wikinews.org/wiki/Jenson_Button_wins_2006_Hungarian_Grand_Prix,2,"Giancarlo Fisichella lost control of his car and ended the race very soon after the start. His teammate Fernando Alonso was in the lead for most of the race, but ended it right after his pit-stop, probably because a badly tucked right front wheel. Michael Schumacher ended his race not long after Alonso, because of the suspension damage in the numerous battles during the race.",What caused Schumacher to end his race early?,He lost control of his car,A collision with Alonso,Wheel damage caused by Fisichella,Damage to the car’s suspension,4,eng_Latn,2023-05-03
https://en.wikinews.org/wiki/Judge_orders_Baltimore_City_prison_to_produce_plan_for_improvement_1,eng_Latn,https://en.wikinews.org/wiki/Judge_orders_Baltimore_City_prison_to_produce_plan_for_improvement,1,"In the last 3 months, over 80 arrestees were released from the Central Booking facility without being formally charged. In April this year, a temporary restaining order was issued by Judge Glynn against the facility to enforce the release of those held more than 24 hours after their intake who did not receive a hearing by a court commissioner. The commissioner sets bail, if granted, and formalizes the charges filed by the arresting officer. The charges are then entered into the state's computer system where the case is tracked. The hearing also marks the date for the suspect’s right to a speedy trial.","According to the passage, whose job is it to set bail for arrestees?",The arresting officer,Judge Glynn,The Central Booking facility,The court commissioner,4,eng_Latn,2023-05-03
https://en.wikinews.org/wiki/Khyber_Pakhtunkhwa_Provincial_Assembly_votes_to_merge_with_Pakistani_Federally_Administered_Tribal_Areas_1,eng_Latn,https://en.wikinews.org/wiki/Khyber_Pakhtunkhwa_Provincial_Assembly_votes_to_merge_with_Pakistani_Federally_Administered_Tribal_Areas,1,"""Since Pakistani independence from British rule in 1947, the Pakistani President has appointed """"Political Agents"""" to govern FATA, who exercise near-complete autonomous control over the areas. These agents are responsible for providing government and judicial services under Article 247 of the Pakistani Constitution.""",Who provides judicial services for FATA?,The Pakistani government,Political Agents,Pakistan’s president,The British government,2,eng_Latn,2023-05-03
